PLAYER_NAME_LAST_FIRST,PARTNER,PASSES_MADE,TEAM_ABBREVIATION,PASSES_RECEIVED,TOTAL_PASSES
"Lawson, A.J.","Bertans, Davis",3.0,DAL,1.0,4.0
"Lawson, A.J.","Bullock Jr., Reggie",8.0,DAL,1.0,9.0
"Lawson, A.J.","Doncic, Luka",2.0,DAL,5.0,7.0
"Lawson, A.J.","Green, Josh",2.0,DAL,3.0,5.0
"Lawson, A.J.","Hardy, Jaden",9.0,DAL,8.0,17.0
"Lawson, A.J.","Holiday, Justin",6.0,DAL,2.0,8.0
"Lawson, A.J.","McGee, JaVale",0.0,DAL,1.0,1.0
"Lawson, A.J.","Morris, Markieff",2.0,DAL,3.0,5.0
"Lawson, A.J.","Ntilikina, Frank",12.0,DAL,9.0,21.0
"Lawson, A.J.","Pinson, Theo",16.0,DAL,18.0,34.0
"Lawson, A.J.","Wood, Christian",0.0,DAL,3.0,3.0
"Lawson, A.J.","Wright IV, McKinley",33.0,DAL,37.0,70.0
"Lawson, A.J.","Nowell, Jaylen",1.0,MIN,0.0,1.0
"Lawson, A.J.","Reid, Naz",0.0,MIN,1.0,1.0
"Lawson, A.J.","Nowell, Jaylen",1.0,MIN,0.0,1.0
"Lawson, A.J.","Reid, Naz",0.0,MIN,1.0,1.0
"Lawson, A.J.","Nowell, Jaylen",1.0,MIN,0.0,1.0
"Lawson, A.J.","Reid, Naz",0.0,MIN,1.0,1.0
"Lawson, A.J.","Nowell, Jaylen",1.0,MIN,0.0,1.0
"Lawson, A.J.","Reid, Naz",0.0,MIN,1.0,1.0
"Lawson, A.J.","Nowell, Jaylen",1.0,MIN,0.0,1.0
"Lawson, A.J.","Reid, Naz",0.0,MIN,1.0,1.0
"Lawson, A.J.","Nowell, Jaylen",1.0,MIN,0.0,1.0
"Lawson, A.J.","Reid, Naz",0.0,MIN,1.0,1.0
"Brooks, Aaron","Arthur, Darrell",105.0,DEN,136.0,241.0
"Brooks, Aaron","Brooks, Aaron",1.0,DEN,1.0,2.0
"Brooks, Aaron","Chandler, Wilson",52.0,DEN,55.0,107.0
"Brooks, Aaron","Faried, Kenneth",127.0,DEN,191.0,318.0
"Brooks, Aaron","Fournier, Evan",160.0,DEN,143.0,303.0
"Brooks, Aaron","Foye, Randy",167.0,DEN,102.0,269.0
"Brooks, Aaron","Hickson, JJ",85.0,DEN,101.0,186.0
"Brooks, Aaron","Lawson, Ty",76.0,DEN,80.0,156.0
"Brooks, Aaron","Miller, Quincy",68.0,DEN,65.0,133.0
"Brooks, Aaron","Mozgov, Timofey",108.0,DEN,233.0,341.0
"Brooks, Aaron","Randolph, Anthony",20.0,DEN,31.0,51.0
"Brooks, Aaron","Vesely, Jan",66.0,DEN,140.0,206.0
"Brooks, Aaron","Asik, Omer",31.0,HOU,68.0,99.0
"Brooks, Aaron","Beverley, Patrick",40.0,HOU,54.0,94.0
"Brooks, Aaron","Brewer, Ronnie",38.0,HOU,19.0,57.0
"Brooks, Aaron","Canaan, Isaiah",1.0,HOU,0.0,1.0
"Brooks, Aaron","Casspi, Omri",175.0,HOU,290.0,465.0
"Brooks, Aaron","Covington, Robert",5.0,HOU,2.0,7.0
"Brooks, Aaron","Garcia, Francisco",123.0,HOU,113.0,236.0
"Brooks, Aaron","Harden, James",145.0,HOU,130.0,275.0
"Brooks, Aaron","Howard, Dwight",107.0,HOU,142.0,249.0
"Brooks, Aaron","Jones, Terrence",71.0,HOU,103.0,174.0
"Brooks, Aaron","Lin, Jeremy",62.0,HOU,56.0,118.0
"Brooks, Aaron","Motiejunas, Donatas",54.0,HOU,72.0,126.0
"Brooks, Aaron","Parsons, Chandler",130.0,HOU,125.0,255.0
"Brooks, Aaron","Smith, Greg",5.0,HOU,33.0,38.0
"Gordon, Aaron","Barton, Will",48.0,DEN,44.0,92.0
"Gordon, Aaron","Campazzo, Facundo",99.0,DEN,105.0,204.0
"Gordon, Aaron","Dozier, PJ",21.0,DEN,25.0,46.0
"Gordon, Aaron","Green, JaMychal",2.0,DEN,4.0,6.0
"Gordon, Aaron","Harrison, Shaquille",8.0,DEN,9.0,17.0
"Gordon, Aaron","Howard, Markus",2.0,DEN,0.0,2.0
"Gordon, Aaron","Jokic, Nikola",203.0,DEN,273.0,476.0
"Gordon, Aaron","McGee, JaVale",3.0,DEN,5.0,8.0
"Gordon, Aaron","Millsap, Paul",5.0,DEN,12.0,17.0
"Gordon, Aaron","Morris, Monte",16.0,DEN,17.0,33.0
"Gordon, Aaron","Murray, Jamal",12.0,DEN,35.0,47.0
"Gordon, Aaron","Porter Jr., Michael",89.0,DEN,47.0,136.0
"Gordon, Aaron","Rivers, Austin",22.0,DEN,16.0,38.0
"Gordon, Aaron","Aminu, Al-Farouq",31.0,ORL,65.0,96.0
"Gordon, Aaron","Anthony, Cole",152.0,ORL,113.0,265.0
"Gordon, Aaron","Bacon, Dwayne",80.0,ORL,60.0,140.0
"Gordon, Aaron","Bamba, Mo",12.0,ORL,11.0,23.0
"Gordon, Aaron","Birch, Khem",74.0,ORL,117.0,191.0
"Gordon, Aaron","Bone, Jordan",22.0,ORL,26.0,48.0
"Gordon, Aaron","Carter-Williams, Michael",39.0,ORL,49.0,88.0
"Gordon, Aaron","Clark, Gary",54.0,ORL,135.0,189.0
"Gordon, Aaron","Ennis III, James",34.0,ORL,41.0,75.0
"Gordon, Aaron","Fournier, Evan",126.0,ORL,75.0,201.0
"Gordon, Aaron","Fultz, Markelle",106.0,ORL,75.0,181.0
"Gordon, Aaron","Okeke, Chuma",7.0,ORL,29.0,36.0
"Gordon, Aaron","Randle, Chasson",11.0,ORL,11.0,22.0
"Gordon, Aaron","Ross, Terrence",142.0,ORL,92.0,234.0
"Gordon, Aaron","Vucevic, Nikola",228.0,ORL,215.0,443.0
"Gray, Aaron","Acy, Quincy",14.0,SAC,5.0,19.0
"Gray, Aaron","Cousins, DeMarcus",0.0,SAC,1.0,1.0
"Gray, Aaron","Cunningham, Jared",2.0,SAC,0.0,2.0
"Gray, Aaron","Evans, Reggie",3.0,SAC,0.0,3.0
"Gray, Aaron","Fredette, Jimmer",47.0,SAC,27.0,74.0
"Gray, Aaron","Gay, Rudy",19.0,SAC,22.0,41.0
"Gray, Aaron","Landry, Carl",2.0,SAC,1.0,3.0
"Gray, Aaron","McCallum, Ray",47.0,SAC,23.0,70.0
"Gray, Aaron","McLemore, Ben",16.0,SAC,25.0,41.0
"Gray, Aaron","Outlaw, Travis",11.0,SAC,8.0,19.0
"Gray, Aaron","Thomas, Isaiah",166.0,SAC,76.0,242.0
"Gray, Aaron","Thompson, Jason",4.0,SAC,6.0,10.0
"Gray, Aaron","Thornton, Marcus",30.0,SAC,20.0,50.0
"Gray, Aaron","Williams, Derrick",24.0,SAC,15.0,39.0
"Gray, Aaron","Augustin, D.J.",8.0,TOR,1.0,9.0
"Gray, Aaron","Buycks, Dwight",2.0,TOR,2.0,4.0
"Gray, Aaron","DeRozan, DeMar",3.0,TOR,1.0,4.0
"Gray, Aaron","Fields, Landry",0.0,TOR,4.0,4.0
"Gray, Aaron","Gay, Rudy",2.0,TOR,1.0,3.0
"Gray, Aaron","Hansbrough, Tyler",1.0,TOR,0.0,1.0
"Gray, Aaron","Lowry, Kyle",5.0,TOR,0.0,5.0
"Gray, Aaron","Novak, Steve",1.0,TOR,0.0,1.0
"Gray, Aaron","Ross, Terrence",2.0,TOR,1.0,3.0
"Gray, Aaron","Augustin, D.J.",8.0,TOR,1.0,9.0
"Gray, Aaron","Buycks, Dwight",2.0,TOR,2.0,4.0
"Gray, Aaron","DeRozan, DeMar",3.0,TOR,1.0,4.0
"Gray, Aaron","Fields, Landry",0.0,TOR,4.0,4.0
"Gray, Aaron","Gay, Rudy",2.0,TOR,1.0,3.0
"Gray, Aaron","Hansbrough, Tyler",1.0,TOR,0.0,1.0
"Gray, Aaron","Lowry, Kyle",5.0,TOR,0.0,5.0
"Gray, Aaron","Novak, Steve",1.0,TOR,0.0,1.0
"Gray, Aaron","Ross, Terrence",2.0,TOR,1.0,3.0
"Holiday, Aaron","Avdija, Deni",83.0,WAS,134.0,217.0
"Holiday, Aaron","Ayayi, Joel",2.0,WAS,1.0,3.0
"Holiday, Aaron","Beal, Bradley",97.0,WAS,74.0,171.0
"Holiday, Aaron","Bertans, Davis",35.0,WAS,37.0,72.0
"Holiday, Aaron","Bryant, Thomas",24.0,WAS,29.0,53.0
"Holiday, Aaron","Caldwell-Pope, Kentavious",59.0,WAS,88.0,147.0
"Holiday, Aaron","Dinwiddie, Spencer",216.0,WAS,162.0,378.0
"Holiday, Aaron","Gafford, Daniel",61.0,WAS,77.0,138.0
"Holiday, Aaron","Gill, Anthony",10.0,WAS,11.0,21.0
"Holiday, Aaron","Hachimura, Rui",8.0,WAS,2.0,10.0
"Holiday, Aaron","Harrell, Montrezl",117.0,WAS,142.0,259.0
"Holiday, Aaron","Kispert, Corey",62.0,WAS,74.0,136.0
"Holiday, Aaron","Kuzma, Kyle",101.0,WAS,139.0,240.0
"Holiday, Aaron","Monroe, Greg",4.0,WAS,5.0,9.0
"Holiday, Aaron","Neto, Raul",33.0,WAS,26.0,59.0
"Holiday, Aaron","Todd, Isaiah",3.0,WAS,7.0,10.0
"Holiday, Aaron","Winston, Cassius",3.0,WAS,2.0,5.0
"Thomas, Adonis","Harkless, Maurice",0.0,ORL,1.0,1.0
"Thomas, Adonis","Lamb, Doron",1.0,ORL,3.0,4.0
"Thomas, Adonis","Moore, E'Twaun",6.0,ORL,1.0,7.0
"Thomas, Adonis","Nicholson, Andrew",0.0,ORL,3.0,3.0
"Thomas, Adonis","O'Quinn, Kyle",2.0,ORL,1.0,3.0
"Thomas, Adonis","Oladipo, Victor",0.0,ORL,1.0,1.0
"Thomas, Adonis","Price, Ronnie",0.0,ORL,2.0,2.0
"Thomas, Adonis","Vucevic, Nikola",1.0,ORL,1.0,2.0
"Thomas, Adonis","Anderson, James",0.0,PHI,1.0,1.0
"Thomas, Adonis","Carter-Williams, Michael",3.0,PHI,3.0,6.0
"Thomas, Adonis","Davies, Brandon",1.0,PHI,2.0,3.0
"Thomas, Adonis","Mullens, Byron",1.0,PHI,2.0,3.0
"Thomas, Adonis","Sims, Henry",1.0,PHI,0.0,1.0
"Thomas, Adonis","Varnado, Jarvis",2.0,PHI,1.0,3.0
"Thomas, Adonis","Ware, Casper",4.0,PHI,3.0,7.0
"Thomas, Adonis","Williams, Elliot",1.0,PHI,2.0,3.0
"Payne, Adreian","Brand, Elton",1.0,ATL,0.0,1.0
"Payne, Adreian","Carroll, DeMarre",3.0,ATL,1.0,4.0
"Payne, Adreian","Mack, Shelvin",8.0,ATL,4.0,12.0
"Payne, Adreian","Millsap, Paul",1.0,ATL,0.0,1.0
"Payne, Adreian","Muscala, Mike",1.0,ATL,1.0,2.0
"Payne, Adreian","Schroder, Dennis",10.0,ATL,8.0,18.0
"Payne, Adreian","Sefolosha, Thabo",1.0,ATL,1.0,2.0
"Payne, Adreian","Teague, Jeff",0.0,ATL,3.0,3.0
"Payne, Adreian","Bennett, Anthony",4.0,MIN,1.0,5.0
"Payne, Adreian","Brown, Lorenzo",125.0,MIN,79.0,204.0
"Payne, Adreian","Budinger, Chase",30.0,MIN,30.0,60.0
"Payne, Adreian","Dieng, Gorgui",25.0,MIN,12.0,37.0
"Payne, Adreian","Garnett, Kevin",0.0,MIN,1.0,1.0
"Payne, Adreian","Hamilton, Justin",11.0,MIN,13.0,24.0
"Payne, Adreian","Hummel, Robbie",6.0,MIN,2.0,8.0
"Payne, Adreian","Kilpatrick, Sean",4.0,MIN,2.0,6.0
"Payne, Adreian","LaVine, Zach",324.0,MIN,191.0,515.0
"Payne, Adreian","Martin, Kevin",77.0,MIN,60.0,137.0
"Payne, Adreian","Muhammad, Shabazz",1.0,MIN,2.0,3.0
"Payne, Adreian","Neal, Gary",25.0,MIN,33.0,58.0
"Payne, Adreian","Payne, Adreian",1.0,MIN,1.0,2.0
"Payne, Adreian","Pekovic, Nikola",11.0,MIN,2.0,13.0
"Payne, Adreian","Rubio, Ricky",202.0,MIN,83.0,285.0
"Payne, Adreian","Wiggins, Andrew",77.0,MIN,76.0,153.0
"Aminu, Al-Farouq","Arcidiacono, Ryan",3.0,CHI,2.0,5.0
"Aminu, Al-Farouq","Brown Jr., Troy",2.0,CHI,1.0,3.0
"Aminu, Al-Farouq","Dotson, Devon",1.0,CHI,0.0,1.0
"Aminu, Al-Farouq","Felicio, Cristiano",3.0,CHI,1.0,4.0
"Aminu, Al-Farouq","Green, Javonte",2.0,CHI,1.0,3.0
"Aminu, Al-Farouq","LaVine, Zach",3.0,CHI,1.0,4.0
"Aminu, Al-Farouq","Markkanen, Lauri",5.0,CHI,3.0,8.0
"Aminu, Al-Farouq","Mokoka, Adam",0.0,CHI,1.0,1.0
"Aminu, Al-Farouq","Satoransky, Tomas",32.0,CHI,13.0,45.0
"Aminu, Al-Farouq","Temple, Garrett",1.0,CHI,2.0,3.0
"Aminu, Al-Farouq","Theis, Daniel",4.0,CHI,2.0,6.0
"Aminu, Al-Farouq","Valentine, Denzel",10.0,CHI,6.0,16.0
"Aminu, Al-Farouq","Vucevic, Nikola",0.0,CHI,3.0,3.0
"Aminu, Al-Farouq","White, Coby",13.0,CHI,6.0,19.0
"Aminu, Al-Farouq","Williams, Patrick",7.0,CHI,3.0,10.0
"Aminu, Al-Farouq","Young, Thaddeus",4.0,CHI,4.0,8.0
"Aminu, Al-Farouq","Anthony, Cole",4.0,ORL,2.0,6.0
"Aminu, Al-Farouq","Bacon, Dwayne",27.0,ORL,9.0,36.0
"Aminu, Al-Farouq","Bamba, Mo",5.0,ORL,8.0,13.0
"Aminu, Al-Farouq","Birch, Khem",3.0,ORL,6.0,9.0
"Aminu, Al-Farouq","Carter-Williams, Michael",173.0,ORL,66.0,239.0
"Aminu, Al-Farouq","Clark, Gary",1.0,ORL,2.0,3.0
"Aminu, Al-Farouq","Ennis III, James",7.0,ORL,6.0,13.0
"Aminu, Al-Farouq","Fournier, Evan",41.0,ORL,33.0,74.0
"Aminu, Al-Farouq","Gordon, Aaron",65.0,ORL,31.0,96.0
"Aminu, Al-Farouq","Mason III, Frank",2.0,ORL,0.0,2.0
"Aminu, Al-Farouq","Okeke, Chuma",11.0,ORL,12.0,23.0
"Aminu, Al-Farouq","Randle, Chasson",67.0,ORL,17.0,84.0
"Aminu, Al-Farouq","Ross, Terrence",16.0,ORL,15.0,31.0
"Aminu, Al-Farouq","Vucevic, Nikola",39.0,ORL,67.0,106.0
"Burks, Alec","Adel, Deng",9.0,CLE,8.0,17.0
"Burks, Alec","Blossomgame, Jaron",26.0,CLE,38.0,64.0
"Burks, Alec","Clarkson, Jordan",134.0,CLE,104.0,238.0
"Burks, Alec","Dellavedova, Matthew",76.0,CLE,66.0,142.0
"Burks, Alec","Frye, Channing",41.0,CLE,40.0,81.0
"Burks, Alec","Harrison, Andrew",5.0,CLE,5.0,10.0
"Burks, Alec","Hill, George",10.0,CLE,13.0,23.0
"Burks, Alec","Hood, Rodney",84.0,CLE,64.0,148.0
"Burks, Alec","Jones, Jalen",7.0,CLE,23.0,30.0
"Burks, Alec","McCaw, Patrick",5.0,CLE,8.0,13.0
"Burks, Alec","Nance Jr., Larry",117.0,CLE,131.0,248.0
"Burks, Alec","Nwaba, David",20.0,CLE,19.0,39.0
"Burks, Alec","Osman, Cedi",215.0,CLE,176.0,391.0
"Burks, Alec","Payne, Cameron",3.0,CLE,3.0,6.0
"Burks, Alec","Sexton, Collin",341.0,CLE,301.0,642.0
"Burks, Alec","Thompson, Tristan",70.0,CLE,75.0,145.0
"Burks, Alec","Zizic, Ante",50.0,CLE,63.0,113.0
"Burks, Alec","Bagley III, Marvin",13.0,SAC,9.0,22.0
"Burks, Alec","Barnes, Harrison",3.0,SAC,2.0,5.0
"Burks, Alec","Bjelica, Nemanja",4.0,SAC,13.0,17.0
"Burks, Alec","Bogdanovic, Bogdan",44.0,SAC,25.0,69.0
"Burks, Alec","Brewer, Corey",10.0,SAC,9.0,19.0
"Burks, Alec","Cauley-Stein, Willie",5.0,SAC,4.0,9.0
"Burks, Alec","Ferrell, Yogi",22.0,SAC,21.0,43.0
"Burks, Alec","Fox, De'Aaron",10.0,SAC,8.0,18.0
"Burks, Alec","Giles III, Harry",12.0,SAC,7.0,19.0
"Burks, Alec","Hield, Buddy",7.0,SAC,9.0,16.0
"Burks, Alec","Koufos, Kosta",5.0,SAC,3.0,8.0
"Burks, Alec","Mason III, Frank",7.0,SAC,5.0,12.0
"Burks, Alec","Swanigan, Caleb",1.0,SAC,0.0,1.0
"Burks, Alec","Allen, Grayson",8.0,UTA,3.0,11.0
"Burks, Alec","Crowder, Jae",38.0,UTA,57.0,95.0
"Burks, Alec","Exum, Dante",39.0,UTA,60.0,99.0
"Burks, Alec","Favors, Derrick",19.0,UTA,31.0,50.0
"Burks, Alec","Gobert, Rudy",19.0,UTA,43.0,62.0
"Burks, Alec","Ingles, Joe",36.0,UTA,40.0,76.0
"Burks, Alec","Mitchell, Donovan",9.0,UTA,11.0,20.0
"Burks, Alec","Mitrou-Long, Naz",1.0,UTA,0.0,1.0
"Burks, Alec","Neto, Raul",11.0,UTA,7.0,18.0
"Burks, Alec","Niang, Georges",10.0,UTA,10.0,20.0
"Burks, Alec","O'Neale, Royce",19.0,UTA,22.0,41.0
"Burks, Alec","Rubio, Ricky",40.0,UTA,57.0,97.0
"Burks, Alec","Sefolosha, Thabo",6.0,UTA,9.0,15.0
"Burks, Alec","Udoh, Ekpe",2.0,UTA,8.0,10.0
"Burks, Alec","Bowman, Ky",178.0,GSW,205.0,383.0
"Burks, Alec","Cauley-Stein, Willie",145.0,GSW,165.0,310.0
"Burks, Alec","Chriss, Marquese",145.0,GSW,201.0,346.0
"Burks, Alec","Curry, Stephen",1.0,GSW,4.0,5.0
"Burks, Alec","Evans, Jacob",93.0,GSW,99.0,192.0
"Burks, Alec","Green, Draymond",298.0,GSW,387.0,685.0
"Burks, Alec","Lee, Damion",128.0,GSW,138.0,266.0
"Burks, Alec","Looney, Kevon",25.0,GSW,43.0,68.0
"Burks, Alec","Paschall, Eric",240.0,GSW,240.0,480.0
"Burks, Alec","Poole, Jordan",132.0,GSW,119.0,251.0
"Burks, Alec","Robinson III, Glenn",156.0,GSW,191.0,347.0
"Burks, Alec","Russell, D'Angelo",213.0,GSW,207.0,420.0
"Burks, Alec","Smailagic, Alen",9.0,GSW,9.0,18.0
"Burks, Alec","Spellman, Omari",171.0,GSW,163.0,334.0
"Burks, Alec","Embiid, Joel",41.0,PHI,37.0,78.0
"Burks, Alec","Harris, Tobias",85.0,PHI,88.0,173.0
"Burks, Alec","Horford, Al",55.0,PHI,84.0,139.0
"Burks, Alec","Korkmaz, Furkan",47.0,PHI,30.0,77.0
"Burks, Alec","Milton, Shake",34.0,PHI,34.0,68.0
"Burks, Alec","Neto, Raul",27.0,PHI,20.0,47.0
"Burks, Alec","O'Quinn, Kyle",20.0,PHI,36.0,56.0
"Burks, Alec","Pelle, Norvel",4.0,PHI,13.0,17.0
"Burks, Alec","Richardson, Josh",34.0,PHI,44.0,78.0
"Burks, Alec","Robinson III, Glenn",17.0,PHI,32.0,49.0
"Burks, Alec","Scott, Mike",34.0,PHI,49.0,83.0
"Burks, Alec","Simmons, Ben",4.0,PHI,14.0,18.0
"Burks, Alec","Thybulle, Matisse",28.0,PHI,22.0,50.0
"Burks, Alec","Bagley III, Marvin",23.0,DET,41.0,64.0
"Burks, Alec","Bogdanovic, Bojan",41.0,DET,39.0,80.0
"Burks, Alec","Cunningham, Cade",154.0,DET,120.0,274.0
"Burks, Alec","Duren, Jalen",42.0,DET,78.0,120.0
"Burks, Alec","Gallinari, Danilo",13.0,DET,15.0,28.0
"Burks, Alec","Harris, Joe",9.0,DET,10.0,19.0
"Burks, Alec","Hayes, Killian",110.0,DET,142.0,252.0
"Burks, Alec","Ivey, Jaden",97.0,DET,84.0,181.0
"Burks, Alec","Knox II, Kevin",27.0,DET,30.0,57.0
"Burks, Alec","Livers, Isaiah",17.0,DET,22.0,39.0
"Burks, Alec","Morris, Monte",46.0,DET,37.0,83.0
"Burks, Alec","Muscala, Mike",10.0,DET,10.0,20.0
"Burks, Alec","Sasser, Marcus",172.0,DET,175.0,347.0
"Burks, Alec","Stewart, Isaiah",35.0,DET,36.0,71.0
"Burks, Alec","Thompson, Ausar",47.0,DET,78.0,125.0
"Burks, Alec","Umude, Stanley",5.0,DET,9.0,14.0
"Burks, Alec","Wiseman, James",29.0,DET,63.0,92.0
"Burks, Alec","Achiuwa, Precious",29.0,NYK,48.0,77.0
"Burks, Alec","Anunoby, OG",2.0,NYK,4.0,6.0
"Burks, Alec","Bogdanovic, Bojan",63.0,NYK,44.0,107.0
"Burks, Alec","Brunson, Jalen",65.0,NYK,54.0,119.0
"Burks, Alec","DiVincenzo, Donte",21.0,NYK,33.0,54.0
"Burks, Alec","Gibson, Taj",0.0,NYK,4.0,4.0
"Burks, Alec","Hart, Josh",47.0,NYK,70.0,117.0
"Burks, Alec","Hartenstein, Isaiah",22.0,NYK,21.0,43.0
"Burks, Alec","McBride, Miles",78.0,NYK,104.0,182.0
"Burks, Alec","Milton, Shake",1.0,NYK,0.0,1.0
"Burks, Alec","Robinson, Mitchell",3.0,NYK,1.0,4.0
"Burks, Alec","Sims, Jericho",19.0,NYK,25.0,44.0
"Burks, Alec","Toppin, Jacob",3.0,NYK,1.0,4.0
"Burks, Alec","Achiuwa, Precious",29.0,NYK,48.0,77.0
"Burks, Alec","Anunoby, OG",2.0,NYK,4.0,6.0
"Burks, Alec","Bogdanovic, Bojan",63.0,NYK,44.0,107.0
"Burks, Alec","Brunson, Jalen",65.0,NYK,54.0,119.0
"Burks, Alec","DiVincenzo, Donte",21.0,NYK,33.0,54.0
"Burks, Alec","Gibson, Taj",0.0,NYK,4.0,4.0
"Burks, Alec","Hart, Josh",47.0,NYK,70.0,117.0
"Burks, Alec","Hartenstein, Isaiah",22.0,NYK,21.0,43.0
"Burks, Alec","McBride, Miles",78.0,NYK,104.0,182.0
"Burks, Alec","Milton, Shake",1.0,NYK,0.0,1.0
"Burks, Alec","Robinson, Mitchell",3.0,NYK,1.0,4.0
"Burks, Alec","Sims, Jericho",19.0,NYK,25.0,44.0
"Burks, Alec","Toppin, Jacob",3.0,NYK,1.0,4.0
"Pokusevski, Aleksej","Bertans, Davis",1.0,OKC,1.0,2.0
"Pokusevski, Aleksej","Dieng, Ousmane",6.0,OKC,5.0,11.0
"Pokusevski, Aleksej","Giddey, Josh",2.0,OKC,1.0,3.0
"Pokusevski, Aleksej","Gilgeous-Alexander, Shai",2.0,OKC,1.0,3.0
"Pokusevski, Aleksej","Joe, Isaiah",3.0,OKC,1.0,4.0
"Pokusevski, Aleksej","Johnson, Keyontae",3.0,OKC,2.0,5.0
"Pokusevski, Aleksej","Mann, Tre",20.0,OKC,16.0,36.0
"Pokusevski, Aleksej","Micic, Vasilije",7.0,OKC,6.0,13.0
"Pokusevski, Aleksej","Sarr, Olivier",2.0,OKC,1.0,3.0
"Pokusevski, Aleksej","Wallace, Cason",4.0,OKC,5.0,9.0
"Pokusevski, Aleksej","Waters III, Lindy",13.0,OKC,9.0,22.0
"Pokusevski, Aleksej","Wiggins, Aaron",4.0,OKC,3.0,7.0
"Pokusevski, Aleksej","Williams, Jaylin",1.0,OKC,2.0,3.0
"Pokusevski, Aleksej","Bertans, Davis",1.0,OKC,1.0,2.0
"Pokusevski, Aleksej","Dieng, Ousmane",6.0,OKC,5.0,11.0
"Pokusevski, Aleksej","Giddey, Josh",2.0,OKC,1.0,3.0
"Pokusevski, Aleksej","Gilgeous-Alexander, Shai",2.0,OKC,1.0,3.0
"Pokusevski, Aleksej","Joe, Isaiah",3.0,OKC,1.0,4.0
"Pokusevski, Aleksej","Johnson, Keyontae",3.0,OKC,2.0,5.0
"Pokusevski, Aleksej","Mann, Tre",20.0,OKC,16.0,36.0
"Pokusevski, Aleksej","Micic, Vasilije",7.0,OKC,6.0,13.0
"Pokusevski, Aleksej","Sarr, Olivier",2.0,OKC,1.0,3.0
"Pokusevski, Aleksej","Wallace, Cason",4.0,OKC,5.0,9.0
"Pokusevski, Aleksej","Waters III, Lindy",13.0,OKC,9.0,22.0
"Pokusevski, Aleksej","Wiggins, Aaron",4.0,OKC,3.0,7.0
"Pokusevski, Aleksej","Williams, Jaylin",1.0,OKC,2.0,3.0
"Pokusevski, Aleksej","Bertans, Davis",1.0,OKC,1.0,2.0
"Pokusevski, Aleksej","Dieng, Ousmane",6.0,OKC,5.0,11.0
"Pokusevski, Aleksej","Giddey, Josh",2.0,OKC,1.0,3.0
"Pokusevski, Aleksej","Gilgeous-Alexander, Shai",2.0,OKC,1.0,3.0
"Pokusevski, Aleksej","Joe, Isaiah",3.0,OKC,1.0,4.0
"Pokusevski, Aleksej","Johnson, Keyontae",3.0,OKC,2.0,5.0
"Pokusevski, Aleksej","Mann, Tre",20.0,OKC,16.0,36.0
"Pokusevski, Aleksej","Micic, Vasilije",7.0,OKC,6.0,13.0
"Pokusevski, Aleksej","Sarr, Olivier",2.0,OKC,1.0,3.0
"Pokusevski, Aleksej","Wallace, Cason",4.0,OKC,5.0,9.0
"Pokusevski, Aleksej","Waters III, Lindy",13.0,OKC,9.0,22.0
"Pokusevski, Aleksej","Wiggins, Aaron",4.0,OKC,3.0,7.0
"Pokusevski, Aleksej","Williams, Jaylin",1.0,OKC,2.0,3.0
"Len, Alex","Bembry, DeAndre'",77.0,ATL,59.0,136.0
"Len, Alex","Brown Jr., Charlie",2.0,ATL,5.0,7.0
"Len, Alex","Carter, Vince",24.0,ATL,36.0,60.0
"Len, Alex","Collins, John",25.0,ATL,23.0,48.0
"Len, Alex","Crabbe, Allen",34.0,ATL,24.0,58.0
"Len, Alex","Fernando, Bruno",5.0,ATL,8.0,13.0
"Len, Alex","Goodwin, Brandon",65.0,ATL,36.0,101.0
"Len, Alex","Huerter, Kevin",129.0,ATL,96.0,225.0
"Len, Alex","Hunter, De'Andre",69.0,ATL,67.0,136.0
"Len, Alex","Jones, Damian",2.0,ATL,0.0,2.0
"Len, Alex","Parker, Jabari",36.0,ATL,46.0,82.0
"Len, Alex","Parsons, Chandler",3.0,ATL,4.0,7.0
"Len, Alex","Reddish, Cam",81.0,ATL,58.0,139.0
"Len, Alex","Teague, Jeff",9.0,ATL,10.0,19.0
"Len, Alex","Turner, Evan",43.0,ATL,21.0,64.0
"Len, Alex","Wallace, Tyrone",12.0,ATL,19.0,31.0
"Len, Alex","Young, Trae",395.0,ATL,209.0,604.0
"Len, Alex","Barnes, Harrison",8.0,SAC,10.0,18.0
"Len, Alex","Bazemore, Kent",11.0,SAC,14.0,25.0
"Len, Alex","Bjelica, Nemanja",13.0,SAC,9.0,22.0
"Len, Alex","Bogdanovic, Bogdan",30.0,SAC,23.0,53.0
"Len, Alex","Brewer, Corey",0.0,SAC,1.0,1.0
"Len, Alex","Ferrell, Yogi",15.0,SAC,4.0,19.0
"Len, Alex","Fox, De'Aaron",49.0,SAC,18.0,67.0
"Len, Alex","Hield, Buddy",45.0,SAC,28.0,73.0
"Len, Alex","Jeffries, DaQuan",1.0,SAC,5.0,6.0
"Len, Alex","Joseph, Cory",61.0,SAC,17.0,78.0
"Len, Alex","Parker, Jabari",1.0,SAC,0.0,1.0
"Len, Alex","Anunoby, OG",1.0,TOR,8.0,9.0
"Len, Alex","Davis, Terence",2.0,TOR,1.0,3.0
"Len, Alex","Flynn, Malachi",3.0,TOR,0.0,3.0
"Len, Alex","Lowry, Kyle",26.0,TOR,13.0,39.0
"Len, Alex","Powell, Norman",5.0,TOR,6.0,11.0
