Player,Season,Team,Avg_Total_Passes
Norris Cole,2014-15,NOP,2.8771428571428572
Norvel Pelle,2020-21,NYK,0.587
Norvel Pelle,2020-21,SAC,2.0
OG Anunoby,2023-24,NYK,1.7135714285714287
OG Anunoby,2023-24,TOR,2.519090909090909
Ochai Agbaji,2023-24,TOR,1.0621052631578947
Ochai Agbaji,2023-24,UTA,1.0976923076923077
Omri Casspi,2016-17,MIN,2.5655555555555556
Omri Casspi,2016-17,NOP,4.8
Omri Casspi,2016-17,SAC,2.098333333333333
Orlando Johnson,2013-14,IND,0.7083333333333334
Orlando Johnson,2013-14,SAC,0.71375
Orlando Johnson,2015-16,NOP,0.9
Othyus Jeffers,2013-14,MIN,1.1
Othyus Jeffers,2013-14,SAS,0.7222222222222222
Otto Porter Jr.,2018-19,CHI,2.6470000000000002
Otto Porter Jr.,2018-19,WAS,1.7570588235294118
Otto Porter Jr.,2020-21,CHI,1.9415384615384614
Otto Porter Jr.,2020-21,ORL,1.9329999999999998
P.J. Tucker,2016-17,TOR,2.2545454545454544
P.J. Tucker,2020-21,HOU,1.7335714285714288
P.J. Tucker,2020-21,MIL,1.28
P.J. Tucker,2023-24,LAC,0.7885714285714285
P.J. Tucker,2023-24,PHI,2.468
P.J. Washington,2023-24,DAL,2.455
Pablo Prigioni,2014-15,HOU,2.085
Pablo Prigioni,2014-15,NYK,2.211764705882353
Pascal Siakam,2023-24,IND,2.6084615384615386
Pascal Siakam,2023-24,TOR,2.6779999999999995
Patrick Beverley,2022-23,CHI,4.964444444444443
Patrick Beverley,2022-23,LAL,1.598125
Patrick Beverley,2023-24,MIL,2.1564285714285716
Patrick Beverley,2023-24,PHI,2.0052941176470584
Patrick McCaw,2018-19,CLE,1.4444444444444444
Patrick McCaw,2018-19,TOR,0.7444444444444446
Patrick Patterson,2013-14,SAC,2.266153846153846
Patrick Patterson,2013-14,TOR,2.1514285714285712
Patty Mills,2023-24,ATL,0.6078571428571429
Patty Mills,2023-24,MIA,1.1530769230769233
Pau Gasol,2018-19,MIL,1.6320000000000001
Pau Gasol,2018-19,SAS,2.1333333333333333
Paul Millsap,2021-22,PHI,1.37
Paul Watson,2019-20,ATL,0.8333333333333334
Paul Watson,2019-20,TOR,0.8572727272727273
Phil Pressey,2015-16,PHI,2.428
Precious Achiuwa,2023-24,NYK,1.3042105263157895
Precious Achiuwa,2023-24,TOR,2.112727272727273
Quentin Grimes,2023-24,DET,1.4583333333333333
Quentin Grimes,2023-24,NYK,0.9061111111111111
Quincy Acy,2013-14,SAC,1.0446666666666666
Quincy Acy,2013-14,TOR,1.4254545454545455
Quincy Acy,2016-17,DAL,1.1683333333333332
Quincy Miller,2014-15,DET,1.75
Quincy Miller,2014-15,SAC,0.7707692307692308
Quincy Pondexter,2014-15,MEM,1.1592307692307693
Quincy Pondexter,2014-15,NOP,1.3488235294117648
Quinn Cook,2016-17,DAL,2.5166666666666666
Quinn Cook,2016-17,NOP,2.1009090909090906
Quinn Cook,2020-21,CLE,1.8566666666666667
Quinn Cook,2020-21,LAL,0.46090909090909093
R.J. Hampton,2020-21,DEN,0.5466666666666666
R.J. Hampton,2020-21,ORL,1.3410526315789475
R.J. Hampton,2022-23,DET,1.0453333333333334
R.J. Hampton,2022-23,ORL,1.1179999999999999
RJ Barrett,2023-24,NYK,2.2245454545454546
RJ Barrett,2023-24,TOR,1.9015000000000004
Rajon Rondo,2014-15,BOS,5.63
Rajon Rondo,2014-15,DAL,3.961333333333333
Rajon Rondo,2020-21,ATL,1.9553333333333334
Rajon Rondo,2020-21,LAC,2.725
Rajon Rondo,2021-22,CLE,3.2592307692307694
Rajon Rondo,2021-22,LAL,1.9166666666666667
Ramon Sessions,2013-14,CHA,3.029230769230769
Ramon Sessions,2013-14,MIL,3.9484615384615385
Ramon Sessions,2014-15,SAC,2.3340000000000005
Ramon Sessions,2014-15,WAS,1.968235294117647
Ramon Sessions,2017-18,NYK,1.7078571428571425
Ramon Sessions,2017-18,WAS,2.3227272727272728
Randy Foye,2015-16,DEN,1.6473333333333333
Randy Foye,2015-16,OKC,1.4953846153846155
Rashad Vaughn,2017-18,MIL,0.34722222222222227
Rashad Vaughn,2017-18,ORL,1.5
Ray McCallum,2015-16,MEM,2.8000000000000003
Ray McCallum,2015-16,SAS,1.1907142857142858
Ray Spalding,2018-19,DAL,1.0
Rayjon Tucker,2021-22,DEN,0.666
Rayjon Tucker,2021-22,MIL,3.5
Reggie Bullock,2014-15,LAC,0.5876923076923077
Reggie Bullock,2018-19,DET,2.293846153846154
Reggie Bullock,2018-19,LAL,1.7191666666666665
Reggie Evans,2013-14,SAC,1.6645454545454543
Reggie Jackson,2014-15,DET,4.8475
Reggie Jackson,2014-15,OKC,2.54375
Reggie Jackson,2019-20,DET,3.4349999999999996
Reggie Jackson,2019-20,LAC,2.1799999999999997
Reggie Jackson,2022-23,DEN,1.8473333333333328
Reggie Jackson,2022-23,LAC,2.757857142857143
Reggie Perry,2021-22,IND,2.6666666666666665
Reggie Perry,2021-22,POR,1.3675000000000002
Richaun Holmes,2023-24,DAL,0.7542857142857142
Richaun Holmes,2023-24,WAS,1.1533333333333333
Ricky Ledo,2014-15,DAL,0.27999999999999997
Ricky Ledo,2014-15,NYK,2.6063636363636364
Robert Covington,2018-19,MIN,2.288181818181818
Robert Covington,2018-19,PHI,3.018888888888889
Robert Covington,2019-20,HOU,3.2683333333333326
Robert Covington,2019-20,MIN,2.171176470588235
Robert Covington,2021-22,LAC,1.7446666666666668
Robert Covington,2021-22,POR,2.5485714285714285
Robert Covington,2023-24,LAC,3.7142857142857144
Robert Covington,2023-24,PHI,1.2
Rodions Kurucs,2020-21,HOU,0.5064285714285715
Rodions Kurucs,2020-21,MIL,0.9333333333333336
Rodney Hood,2017-18,CLE,1.5409090909090908
Rodney Hood,2017-18,UTA,2.0875
Rodney Hood,2018-19,CLE,1.3363157894736843
Rodney Hood,2018-19,POR,1.4908333333333335
Rodney Hood,2020-21,POR,1.5341666666666665
Rodney Hood,2020-21,TOR,0.8206666666666667
Rodney Hood,2021-22,LAC,0.6772727272727272
Rodney Hood,2021-22,MIL,0.5725
Romeo Langford,2021-22,BOS,0.641875
Romeo Langford,2021-22,SAS,0.65
Ron Baker,2018-19,NYK,1.02
Ron Baker,2018-19,WAS,1.28125
Ronnie Brewer,2013-14,CHI,1.0
Ronnie Brewer,2013-14,HOU,0.5346153846153846
Roy Hibbert,2016-17,DEN,0.2333333333333333
Rudy Gay,2013-14,SAC,1.92
Rudy Gay,2013-14,TOR,2.3685714285714288
Rui Hachimura,2022-23,LAL,1.0286666666666666
Rui Hachimura,2022-23,WAS,1.5814285714285716
Russ Smith,2014-15,MEM,1.14
Russ Smith,2014-15,NOP,0.8666666666666667
Russell Westbrook,2022-23,LAC,4.569999999999999
Russell Westbrook,2022-23,LAL,2.4376470588235293
Ryan Anderson,2018-19,MIA,0.5
Ryan Arcidiacono,2022-23,NYK,0.5
Ryan Arcidiacono,2022-23,POR,2.7691666666666666
Ryan Hollins,2015-16,MEM,0.66375
Ryan Hollins,2015-16,WAS,1.2
Saben Lee,2022-23,PHI,2.25
Saddiq Bey,2022-23,ATL,1.4800000000000002
Saddiq Bey,2022-23,DET,1.8392857142857142
Sam Dekker,2018-19,CLE,1.9307692307692308
Sam Dekker,2018-19,WAS,0.8015789473684211
Sandro Mamukelashvili,2022-23,MIL,0.629375
Sandro Mamukelashvili,2022-23,SAS,2.2973333333333334
Sean Kilpatrick,2015-16,DEN,0.6542857142857141
Sean Kilpatrick,2017-18,CHI,1.6354545454545453
Sean Kilpatrick,2017-18,LAC,0.8636363636363636
Sean Kilpatrick,2017-18,MIL,0.401875
Semi Ojeleye,2021-22,LAC,0.7362500000000001
Semi Ojeleye,2021-22,MIL,0.70625
Serge Ibaka,2016-17,ORL,3.090909090909091
Serge Ibaka,2016-17,TOR,3.407
Serge Ibaka,2021-22,LAC,1.0299999999999998
Serge Ibaka,2021-22,MIL,0.9292857142857144
Seth Curry,2013-14,CLE,2.5
Seth Curry,2013-14,MEM,2.5
Seth Curry,2021-22,PHI,3.0249999999999995
Seth Curry,2023-24,DAL,0.8323529411764706
Shabazz Muhammad,2017-18,MIL,0.5533333333333333
Shabazz Muhammad,2017-18,MIN,0.38499999999999995
Shabazz Napier,2019-20,MIN,2.804705882352941
Shabazz Napier,2019-20,WAS,2.976666666666667
Shake Milton,2023-24,DET,1.3541666666666667
Shake Milton,2023-24,MIN,1.074
Shake Milton,2023-24,NYK,0.8666666666666667
Shannon Brown,2013-14,NYK,0.7391666666666667
Shannon Brown,2013-14,SAS,0.8899999999999999
Shaquille Harrison,2020-21,DEN,1.3253333333333333
Shaquille Harrison,2020-21,UTA,0.8942857142857142
Shavlik Randolph,2014-15,BOS,0.6222222222222222
Shawne Williams,2014-15,DET,0.8061538461538462
Shawne Williams,2014-15,MIA,1.7581250000000002
Shelvin Mack,2015-16,ATL,1.1721428571428572
Shelvin Mack,2015-16,UTA,5.075
Shelvin Mack,2018-19,MEM,2.2868421052631582
Simone Fontecchio,2023-24,DET,1.7946153846153847
Simone Fontecchio,2023-24,UTA,1.4157142857142855
Sindarius Thornwell,2020-21,NOP,0.39909090909090916
Sindarius Thornwell,2020-21,ORL,1.3033333333333335
Solomon Hill,2019-20,MEM,1.6271428571428572
Solomon Hill,2019-20,MIA,1.2714285714285711
Sonny Weems,2015-16,PHI,0.75
Spencer Dinwiddie,2021-22,DAL,2.477692307692308
Spencer Dinwiddie,2021-22,WAS,3.041176470588235
Spencer Dinwiddie,2022-23,DAL,2.7725
Spencer Dinwiddie,2023-24,LAL,1.482142857142857
Spencer Hawes,2013-14,CLE,4.608
Spencer Hawes,2013-14,PHI,4.070769230769231
Spencer Hawes,2016-17,MIL,1.0966666666666667
Stanley Johnson,2018-19,DET,1.9035714285714285
Stanley Johnson,2018-19,NOP,1.4286666666666668
Steve Blake,2013-14,GSW,2.6123076923076924
Steve Blake,2013-14,LAL,3.8618750000000004
Steve Novak,2014-15,OKC,0.7488888888888889
Steve Novak,2014-15,UTA,0.5576923076923076
Steve Novak,2015-16,MIL,0.8883333333333333
Steve Novak,2015-16,OKC,0.628
Svi Mykhailiuk,2018-19,DET,1.2233333333333334
Svi Mykhailiuk,2018-19,LAL,0.5393749999999999
Svi Mykhailiuk,2020-21,DET,1.0041176470588236
Svi Mykhailiuk,2020-21,OKC,1.3758823529411766
Svi Mykhailiuk,2022-23,NYK,0.4571428571428572
Taj Gibson,2016-17,CHI,3.389230769230769
Taj Gibson,2016-17,OKC,1.7458333333333336
Taj Gibson,2023-24,DET,1.21875
Taj Gibson,2023-24,NYK,0.7516666666666668
Tarik Black,2014-15,HOU,1.0785714285714285
Tarik Black,2014-15,LAL,1.6246666666666667
Taurean Prince,2020-21,CLE,1.3270588235294118
Tayshaun Prince,2014-15,BOS,2.1474999999999995
Tayshaun Prince,2014-15,DET,2.64
Tayshaun Prince,2014-15,MEM,1.8249999999999997
Terence Davis,2020-21,SAC,1.0611764705882354
Terence Davis,2020-21,TOR,0.9906666666666666
Terrence Jones,2016-17,MIL,1.25
Terrence Jones,2016-17,NOP,1.6423529411764706
Terrence Ross,2016-17,ORL,2.2630000000000003
Terrence Ross,2016-17,TOR,1.1616666666666664
Terrence Ross,2022-23,ORL,0.9313333333333331
Terry Rozier,2023-24,MIA,3.018666666666667
Terry Taylor,2022-23,CHI,0.6333333333333333
Terry Taylor,2022-23,IND,0.6221428571428571
Thaddeus Young,2014-15,MIN,2.966666666666667
Thaddeus Young,2021-22,SAS,1.78
Thaddeus Young,2021-22,TOR,1.6071428571428572
Thaddeus Young,2023-24,TOR,1.5246666666666668
Thomas Bryant,2022-23,DEN,0.9746153846153844
Thomas Bryant,2022-23,LAL,1.7941666666666667
Thomas Robinson,2014-15,PHI,2.4899999999999998
Thomas Robinson,2014-15,POR,0.8085714285714285
Thon Maker,2018-19,DET,1.7335714285714285
Thon Maker,2018-19,MIL,0.7894117647058824
Tim Frazier,2014-15,PHI,4.6292307692307695
Tim Frazier,2014-15,POR,2.3636363636363638
Tim Frazier,2015-16,NOP,4.083846153846154
Tim Frazier,2015-16,POR,1.1385714285714286
Tim Frazier,2018-19,MIL,2.3208333333333333
Tim Frazier,2018-19,NOP,2.4518750000000002
Tim Frazier,2021-22,CLE,1.0625
Tim Frazier,2021-22,ORL,2.3687500000000004
Tim Hardaway Jr.,2018-19,DAL,1.9230769230769231
Tim Hardaway Jr.,2018-19,NYK,2.293333333333334
Timofey Mozgov,2014-15,CLE,1.9700000000000002
Timofey Mozgov,2014-15,DEN,2.473333333333333
Tobias Harris,2015-16,DET,3.6653846153846157
Tobias Harris,2015-16,ORL,2.8
Tobias Harris,2017-18,DET,4.502307692307692
Tobias Harris,2017-18,LAC,2.51375
Tobias Harris,2018-19,LAC,2.7800000000000002
Tobias Harris,2018-19,PHI,2.450625
Toney Douglas,2013-14,GSW,1.2253846153846155
Toney Douglas,2013-14,MIA,1.5866666666666664
Tony Bradley,2020-21,OKC,1.52
Tony Bradley,2020-21,PHI,1.1416666666666666
Tony Mitchell,2013-14,MIL,0.6633333333333334
Tony Snell,2021-22,NOP,1.3007142857142857
Tony Snell,2021-22,POR,0.713125
Tornike Shengelia,2013-14,CHI,0.572
Torrey Craig,2020-21,MIL,0.7421428571428572
Torrey Craig,2021-22,IND,1.1588888888888889
Toure' Murry,2014-15,UTA,1.0
Toure' Murry,2014-15,WAS,1.0485714285714285
Tre Mann,2023-24,OKC,0.899375
Tremont Waters,2021-22,TOR,3.1875
Tremont Waters,2021-22,WAS,1.75
Treveon Graham,2019-20,ATL,0.8671428571428572
Treveon Graham,2019-20,MIN,1.19625
Trevor Ariza,2018-19,WAS,2.0599999999999996
Trevor Ariza,2019-20,POR,2.635
Trevor Ariza,2019-20,SAC,1.6492307692307693
Trevor Booker,2017-18,IND,1.6291666666666667
Trevor Booker,2017-18,PHI,1.5866666666666664
Trey Burke,2018-19,DAL,2.029333333333333
Trey Burke,2018-19,NYK,2.0693333333333332
Trey Burke,2019-20,DAL,1.9930769230769232
Trey Burke,2019-20,PHI,1.502
Trey Lyles,2021-22,DET,1.6786666666666668
Trey Lyles,2021-22,SAC,1.786153846153846
Tristan Thompson,2021-22,CHI,1.231
Tristan Thompson,2021-22,IND,2.5714285714285716
Tristan Thompson,2021-22,SAC,1.2461538461538462
Troy Brown Jr.,2020-21,CHI,0.9093333333333333
Troy Brown Jr.,2020-21,WAS,0.97
Troy Brown Jr.,2023-24,DET,0.956
Troy Brown Jr.,2023-24,MIN,0.6699999999999999
Troy Daniels,2014-15,HOU,0.4000000000000001
Troy Daniels,2014-15,MIN,0.7983333333333333
Troy Daniels,2019-20,DEN,0.875
Troy Daniels,2019-20,LAL,0.5438461538461539
Troy Williams,2016-17,HOU,1.625
Troy Williams,2016-17,MEM,1.0638461538461537
Troy Williams,2017-18,HOU,0.75
Troy Williams,2017-18,NYK,1.1353846153846154
Ty Lawson,2015-16,HOU,2.4885714285714284
Ty Lawson,2015-16,IND,2.361428571428571
Tyler Cook,2019-20,CLE,0.372
Tyler Cook,2019-20,DEN,2.375
Tyler Cook,2020-21,DET,0.9125
Tyler Dorsey,2018-19,ATL,0.44562500000000005
Tyler Dorsey,2018-19,MEM,1.4214285714285715
Tyler Ennis,2014-15,MIL,1.9230769230769234
Tyler Ennis,2016-17,HOU,0.9415384615384617
Tyler Ennis,2016-17,LAL,2.1923076923076925
Tyler Johnson,2018-19,MIA,2.0442857142857145
Tyler Johnson,2021-22,PHI,2.067
Tyler Johnson,2021-22,SAS,1.748333333333333
Tyler Zeller,2017-18,MIL,0.8915384615384616
Tyler Zeller,2018-19,ATL,1.5
Tyler Zeller,2018-19,MEM,2.15625
Tyreke Evans,2016-17,NOP,2.750833333333333
Tyreke Evans,2016-17,SAC,2.245833333333333
Tyrese Haliburton,2021-22,IND,4.726
Tyrese Haliburton,2021-22,SAC,3.7175
Tyson Chandler,2018-19,LAL,1.2023076923076923
Vernon Carey Jr.,2021-22,WAS,1.1875
Victor Oladipo,2020-21,HOU,2.6031250000000004
Victor Oladipo,2020-21,IND,2.9979999999999998
Victor Oladipo,2020-21,MIA,3.9444444444444446
Wayne Ellington,2018-19,DET,1.8154545454545454
Wayne Ellington,2018-19,MIA,1.2184615384615383
Wayne Selden,2016-17,MEM,0.9623076923076922
Wayne Selden,2016-17,NOP,1.3980000000000001
Wayne Selden,2018-19,CHI,0.948888888888889
Wayne Selden,2018-19,MEM,0.7753333333333333
Wendell Carter Jr.,2020-21,CHI,3.0933333333333337
Wendell Carter Jr.,2020-21,ORL,2.1
Wenyen Gabriel,2019-20,POR,0.827
Wenyen Gabriel,2019-20,SAC,0.43846153846153846
Wenyen Gabriel,2021-22,LAC,0.8222222222222223
Wenyen Gabriel,2021-22,LAL,0.8486666666666668
Wes Iwundu,2020-21,DAL,0.6287499999999999
Wes Iwundu,2020-21,NOP,0.9192857142857143
Wesley Johnson,2018-19,NOP,0.8073333333333333
Wesley Johnson,2018-19,WAS,0.725
Wesley Matthews,2018-19,DAL,1.7358333333333331
Wesley Matthews,2018-19,IND,2.341818181818182
Wesley Matthews,2018-19,NYK,2.7142857142857144
Will Barton,2014-15,DEN,1.9135714285714285
Will Barton,2014-15,POR,0.63
Will Barton,2022-23,TOR,1.237857142857143
Will Barton,2022-23,WAS,1.4124999999999999
Willie Cauley-Stein,2019-20,DAL,1.033076923076923
Willie Cauley-Stein,2019-20,GSW,2.1369230769230767
Willie Cauley-Stein,2021-22,DAL,0.9454545454545454
Willie Cauley-Stein,2021-22,PHI,2.6666666666666665
Willie Reed,2017-18,DET,0.33
Willie Reed,2017-18,LAC,0.6835714285714286
Wilson Chandler,2018-19,LAC,1.05
Wilson Chandler,2018-19,PHI,1.9307142857142856
Xavier Sneed,2021-22,MEM,0.625
Xavier Sneed,2021-22,UTA,0.7525
Yogi Ferrell,2016-17,DAL,2.6331578947368417
Yogi Ferrell,2020-21,CLE,3.4
Yogi Ferrell,2020-21,LAC,1.0415384615384615
Yuta Watanabe,2023-24,MEM,1.0
Zach Norvell,2019-20,GSW,1.233
Zach Norvell,2019-20,LAL,0.6666666666666666
